aX,aY,aZ,gX,gY,gZ
0.051,-0.042,1.032,-0.366,1.526,2.258
0.148,-0.115,1.277,2.869,1.160,1.770
-0.015,-0.020,0.943,0.793,0.854,1.282
-0.034,0.000,0.777,1.404,1.282,1.770
0.062,-0.011,0.868,1.404,1.038,2.014
0.094,-0.054,1.058,0.610,0.793,1.953
-0.007,-0.056,1.067,1.526,1.282,2.075
-0.078,-0.020,0.824,0.793,0.977,2.075
-0.167,0.005,0.791,0.610,1.404,2.014
0.094,-0.057,1.128,0.671,2.930,1.709
0.041,-0.079,1.107,2.319,0.366,1.038
0.026,0.030,0.665,-0.305,1.038,1.465
-0.030,-0.016,0.919,1.404,1.221,2.808
0.093,-0.002,0.878,1.404,1.038,3.113
0.002,-0.040,0.975,0.793,1.343,2.502
0.012,-0.003,1.012,1.465,0.916,2.380
0.055,-0.047,1.017,0.122,1.587,2.686
0.106,-0.063,1.232,2.136,0.854,2.808
-0.084,0.010,0.795,0.549,0.183,2.686
-0.043,0.013,0.771,1.831,1.648,3.052
-0.079,-0.030,0.910,1.953,1.282,2.869
0.011,-0.071,1.202,1.587,1.709,2.319
0.235,-0.170,1.351,2.014,2.441,1.892
-0.057,-0.024,0.972,0.977,-0.061,1.953
-0.006,-0.040,0.747,1.831,2.502,2.502
0.110,0.024,0.815,-0.366,0.916,3.235
0.001,-0.043,1.048,0.732,0.732,3.357
0.171,-0.087,1.112,1.892,1.160,2.441
0.037,-0.072,1.225,-0.610,1.160,0.977
0.030,-0.127,1.171,2.197,1.892,0.305
-0.074,0.043,0.602,1.465,0.427,0.305
0.011,0.021,0.759,0.732,2.441,1.282
0.097,-0.053,1.084,1.404,-0.061,2.686
0.034,-0.059,1.226,-0.061,1.587,2.991
-0.072,-0.051,0.932,2.258,0.610,2.441
-0.058,0.014,0.790,0.549,1.099,1.587
0.052,-0.016,0.970,1.099,1.465,1.221
-0.062,-0.071,1.073,1.709,0.854,0.854
0.078,-0.050,1.033,0.610,1.465,0.549
-0.058,-0.031,0.932,1.892,0.671,0.610
0.092,-0.029,0.924,0.549,2.380,1.038
0.041,-0.013,1.009,0.916,0.366,1.404
-0.026,-0.066,1.007,1.892,1.160,1.526
0.073,-0.079,1.164,1.038,1.160,1.160
0.090,0.024,0.755,-1.465,1.709,1.282
-0.073,-0.035,0.785,3.052,1.892,1.160
0.172,-0.036,0.971,1.282,0.610,0.977
0.045,-0.070,1.286,-0.549,0.427,1.770
0.026,-0.154,1.196,2.930,1.465,2.747
-0.005,0.036,0.669,1.160,1.099,1.282
-0.047,0.019,0.758,0.366,2.319,0.793
0.108,-0.020,0.983,1.404,0.061,1.221
0.025,-0.078,1.227,0.732,1.465,1.343
0.019,-0.061,0.970,2.014,1.099,1.404
-0.000,0.023,0.767,0.305,1.038,1.282
-0.021,-0.018,0.948,1.404,1.465,1.465
0.009,-0.027,0.951,1.404,0.916,1.038
0.070,-0.038,0.997,1.160,1.648,0.305
-0.072,-0.059,1.097,1.404,0.610,0.610
0.048,-0.048,1.012,0.305,1.465,1.404
0.074,-0.087,1.103,2.258,1.160,1.648
-0.032,-0.041,0.901,0.305,1.343,1.282
0.040,-0.016,0.879,1.282,0.977,1.404
0.020,-0.048,0.936,1.099,1.587,1.404
-0.038,-0.007,0.802,1.282,0.488,0.916
0.109,0.033,0.713,0.366,2.319,1.587
-0.044,-0.010,0.833,0.854,0.122,2.380
0.194,-0.086,1.159,2.075,1.343,2.014
0.074,-0.073,1.286,-0.732,0.610,1.709
-0.018,-0.106,1.156,2.075,1.953,1.343
-0.039,0.042,0.538,1.892,0.671,0.732
0.000,-0.013,0.794,1.160,2.563,1.160
0.059,-0.033,1.155,0.916,-0.366,2.380
-0.031,-0.026,1.096,-0.366,1.038,3.418
-0.013,-0.090,1.088,2.563,1.099,3.052
0.017,0.019,0.837,0.000,1.221,1.770
-0.011,-0.016,0.903,1.648,1.160,1.648
-0.075,-0.036,0.930,2.258,0.854,1.648
0.063,-0.028,1.027,0.427,1.587,2.136
0.090,-0.079,1.134,2.686,1.038,2.197
-0.003,-0.024,0.890,0.854,0.854,2.380
-0.025,0.010,0.800,1.282,1.099,3.113
-0.053,-0.008,0.890,1.892,1.099,3.174
0.016,-0.032,0.902,1.770,0.793,2.075
-0.000,-0.031,0.859,1.221,1.343,2.014
0.027,-0.003,0.831,0.610,0.854,2.075
0.081,-0.045,0.951,1.282,1.282,1.587
0.046,-0.036,1.017,0.854,1.099,0.916
-0.055,-0.024,0.843,1.282,1.343,0.427
-0.054,-0.018,0.933,0.671,1.587,0.610
0.100,-0.084,1.142,-0.244,1.404,1.282
-0.110,-0.059,1.125,2.014,0.122,1.038
0.090,-0.028,0.891,-0.122,1.709,0.854
0.055,-0.080,1.234,0.671,1.343,0.854
-0.001,0.026,0.752,0.916,1.099,0.671
-0.086,0.026,0.595,2.563,1.953,0.488
0.000,-0.040,1.043,1.587,1.770,0.793
-0.039,-0.039,1.245,-0.488,0.488,1.648
0.116,-0.132,1.214,2.747,1.770,2.136
0.026,-0.079,1.140,1.282,0.061,1.648
-0.065,0.050,0.668,-1.526,2.258,1.648
-0.128,0.008,0.653,1.160,0.732,1.831
0.149,-0.102,1.294,3.113,2.075,1.099
0.139,-0.105,1.250,-0.427,0.488,1.648
-0.056,-0.008,0.859,0.183,0.854,2.197
-0.055,-0.019,0.761,2.686,1.587,2.075
0.073,0.026,0.817,0.183,1.099,1.892
-0.006,-0.025,0.933,1.526,1.221,1.587
0.122,-0.035,1.000,2.014,0.793,1.465
0.015,-0.061,1.203,-0.488,1.160,1.831
-0.007,-0.103,1.132,2.502,1.343,2.197
-0.064,0.047,0.617,1.099,0.793,1.526
0.009,0.021,0.771,0.610,2.258,1.648
0.155,-0.095,1.183,2.686,0.732,1.892
0.008,-0.029,1.067,-0.488,1.465,1.831
-0.008,-0.060,0.919,1.831,1.526,2.502
0.011,-0.001,0.857,1.709,0.916,2.502
-0.044,-0.036,0.973,0.488,1.038,2.747
0.113,-0.084,1.055,1.343,1.526,3.296
0.024,-0.085,1.226,1.587,0.671,3.418
-0.037,0.039,0.709,0.488,1.038,3.357
-0.052,-0.009,0.705,2.625,1.831,3.540
0.120,-0.087,1.206,1.831,1.526,3.052
0.071,-0.079,1.200,-1.526,0.732,3.235
-0.028,-0.073,1.050,3.479,0.671,3.357
-0.047,0.032,0.678,0.916,1.282,2.625
-0.006,0.051,0.693,-0.244,2.014,2.441
0.014,-0.024,0.827,2.380,0.732,2.747
0.037,-0.093,1.252,1.282,0.671,2.502
0.118,-0.114,1.244,-0.366,1.953,2.625
-0.058,0.013,0.757,1.587,0.549,2.258
-0.019,-0.006,0.735,1.648,2.625,1.221
0.127,-0.002,0.883,-0.305,0.977,1.221
-0.060,-0.044,0.957,1.953,0.488,0.977
0.075,-0.003,0.833,0.732,2.441,0.549
0.033,-0.030,0.992,-0.488,1.099,0.916
0.144,-0.098,1.298,1.648,0.793,1.038
-0.004,-0.042,1.065,0.000,0.366,0.732
-0.029,-0.005,0.888,1.648,2.075,0.488
-0.042,0.040,0.566,2.319,1.099,0.305
0.071,-0.043,0.987,1.709,1.953,0.427
-0.065,-0.040,1.149,0.305,0.000,1.587
0.030,-0.060,1.047,-0.122,1.709,2.563
-0.016,-0.096,1.200,2.502,0.610,2.075
-0.023,0.022,0.775,0.488,1.221,1.038
0.005,0.035,0.663,1.160,1.831,0.916
-0.103,-0.010,0.825,2.747,1.160,0.977
0.094,-0.056,1.136,-0.183,1.587,1.953
0.025,-0.104,1.198,1.526,0.366,3.296
-0.038,0.024,0.730,0.610,0.488,3.540
-0.019,0.006,0.716,1.282,1.953,3.113
0.072,-0.044,0.990,1.709,1.160,2.319
0.039,-0.081,1.154,0.305,1.160,1.526
-0.110,-0.053,1.003,1.526,1.038,1.343
0.126,-0.049,1.008,1.099,2.380,1.648
0.035,-0.014,0.891,0.916,0.366,2.441
0.022,-0.028,0.841,1.282,1.526,3.113
0.075,-0.028,1.054,1.099,1.038,3.052
0.017,-0.005,0.960,-0.488,1.099,3.052
0.000,-0.033,0.934,2.808,1.587,2.502
-0.147,0.025,0.617,1.282,0.977,2.136
0.099,-0.036,1.159,1.160,1.648,2.869
0.033,-0.108,1.211,1.404,0.366,3.845
0.126,-0.051,1.110,1.160,1.160,3.601
-0.083,0.019,0.830,0.854,1.404,3.418
-0.063,0.040,0.488,2.075,1.099,3.296
0.118,-0.031,0.946,2.441,2.869,2.625
-0.005,-0.055,1.206,-0.122,-0.183,2.686
0.041,-0.077,1.135,-0.366,1.770,3.540
-0.029,-0.039,1.019,2.319,0.427,3.540
-0.001,0.018,0.764,0.610,1.221,2.380
-0.015,0.035,0.733,1.099,1.709,1.465
0.013,-0.031,0.887,2.625,1.526,1.282
0.137,-0.131,1.386,1.892,1.404,1.526
0.035,-0.075,1.086,0.122,0.671,2.563
-0.056,0.019,0.764,0.793,0.671,2.991
0.008,-0.000,0.804,2.014,1.709,2.563
0.054,-0.070,1.115,1.526,0.916,1.404
0.034,-0.088,1.156,0.366,1.404,0.549
-0.114,-0.043,0.969,0.854,1.038,0.610
0.067,-0.082,1.059,1.831,1.831,0.488
0.039,-0.008,0.903,1.526,0.305,0.488
0.001,-0.025,0.797,0.427,1.343,1.221
0.094,-0.029,1.047,0.488,1.160,1.587
0.006,-0.015,0.941,0.977,1.282,1.160
0.004,0.000,0.786,1.770,1.343,0.488
-0.156,0.009,0.624,1.221,0.916,0.122
0.114,-0.083,1.269,0.854,2.197,0.366
0.091,-0.101,1.241,-0.549,0.427,1.343
-0.028,-0.013,0.990,1.343,0.916,0.610
-0.038,0.032,0.568,1.465,1.953,0.061
-0.101,0.023,0.822,-0.122,0.854,0.488
0.110,-0.107,1.288,1.526,2.136,0.549
0.036,-0.055,1.073,1.892,0.244,0.183
-0.052,0.006,0.843,-0.427,1.465,-0.061
-0.087,-0.041,0.882,2.441,1.221,0.244
0.114,-0.049,1.002,1.770,1.526,0.366
0.069,-0.110,1.281,0.610,0.916,0.488
0.055,0.025,0.750,0.427,1.160,1.160
-0.053,-0.017,0.823,2.686,2.625,1.099
0.175,-0.056,1.047,1.282,1.099,0.671
-0.037,-0.053,1.136,-0.610,0.549,1.343
0.002,-0.028,0.912,2.136,1.526,2.380
-0.030,-0.039,1.016,0.427,0.854,2.808
-0.031,-0.026,0.907,1.709,1.282,2.869
-0.048,-0.016,0.864,0.854,1.038,2.380
0.088,-0.042,1.041,0.732,1.648,2.502
-0.086,-0.039,1.070,1.282,0.916,2.380
0.077,-0.059,0.989,0.977,2.014,2.014
-0.067,0.001,1.018,0.916,0.793,2.014
0.057,-0.066,1.021,0.916,2.319,2.075
0.124,-0.067,1.162,1.953,0.732,1.892
-0.033,-0.016,0.924,-0.183,0.916,2.686
-0.018,-0.043,0.942,2.258,0.977,3.540
0.015,0.029,0.753,1.404,1.038,3.235
0.040,-0.005,0.898,0.854,1.343,3.296
0.131,-0.088,1.156,2.563,0.732,3.113
0.055,-0.096,1.137,0.916,0.977,2.930
-0.015,-0.083,1.064,2.075,1.343,2.869
-0.009,0.025,0.578,1.404,1.160,2.625
-0.003,-0.006,0.869,1.099,1.526,2.625
0.151,-0.082,1.136,0.793,0.671,2.441
-0.027,-0.069,1.081,-0.061,0.916,1.770
-0.028,-0.039,0.917,1.221,1.770,1.160
0.025,0.010,0.777,0.549,1.099,0.427
-0.096,-0.031,1.015,0.793,1.587,0.122
0.126,-0.086,1.143,0.488,2.197,0.366
0.007,-0.021,1.051,0.549,0.183,0.427
-0.101,0.068,0.631,0.366,1.343,0.671
0.053,-0.034,0.894,1.953,2.502,0.488
0.158,-0.107,1.297,2.136,0.854,0.244
-0.021,0.015,0.913,-1.587,1.038,0.977
-0.015,-0.026,0.802,2.869,1.404,2.258
0.030,-0.021,0.903,2.197,0.977,1.953
-0.007,-0.026,0.860,0.488,1.343,1.099
0.109,0.011,0.724,0.793,1.709,1.282
-0.073,-0.043,0.941,1.709,0.854,1.465
0.202,-0.067,1.121,1.038,1.465,1.587
-0.065,-0.023,1.040,0.610,-0.610,2.136
-0.048,-0.039,0.928,1.892,2.136,2.258
-0.031,0.025,0.636,1.221,1.099,1.587
0.023,0.014,0.943,1.038,2.502,1.526
0.137,-0.090,1.166,2.197,1.038,1.831
0.037,-0.070,1.196,0.427,0.000,1.709
-0.073,-0.041,0.925,1.770,1.953,2.380
-0.073,0.043,0.616,1.099,1.160,2.380
0.094,-0.026,0.981,1.099,2.686,2.136
0.036,-0.064,1.118,1.465,-0.061,2.258
0.072,0.004,0.889,0.244,0.916,2.380
-0.089,-0.010,0.801,2.014,1.465,2.625
0.076,-0.056,1.013,1.587,1.587,2.319
-0.052,-0.059,1.213,0.488,0.549,2.014
0.059,-0.058,1.059,0.000,2.136,2.869
-0.079,-0.062,0.995,2.502,-0.061,2.869
-0.092,0.027,0.742,0.122,1.404,2.625
0.126,-0.047,1.047,1.160,1.770,2.625
0.133,-0.143,1.310,3.296,0.549,2.258
-0.026,-0.021,1.033,-0.488,1.465,2.075
-0.053,-0.001,0.770,1.465,1.221,2.563
-0.001,0.033,0.727,1.099,1.099,2.502
-0.003,-0.002,0.928,1.709,1.465,1.770
0.176,-0.098,1.105,1.831,1.648,1.160
0.066,-0.076,1.225,0.305,0.732,1.343
-0.040,-0.077,1.012,1.587,1.404,2.075
-0.102,0.005,0.670,0.916,0.427,2.136
0.078,-0.008,0.931,1.099,1.892,1.953
0.078,-0.079,1.161,1.038,0.549,1.709
-0.014,-0.027,0.994,0.061,1.099,1.160
-0.040,-0.019,0.858,1.343,1.892,0.793
0.019,0.017,0.757,0.732,1.038,0.427
-0.026,-0.011,0.920,0.854,1.709,0.122
0.115,-0.073,1.129,0.854,1.953,0.488
0.123,-0.091,1.158,1.221,0.366,0.549
-0.008,-0.031,1.014,-0.061,1.526,1.282
-0.059,-0.032,0.922,1.831,0.305,2.014
-0.202,0.010,0.796,0.793,1.343,1.709
0.076,-0.054,1.181,0.916,2.686,1.465
-0.003,-0.080,1.101,2.991,-0.183,1.404
0.007,0.050,0.653,0.061,1.160,1.831
-0.025,0.021,0.763,1.648,1.587,2.747
0.089,-0.089,1.058,3.296,0.916,2.502
0.091,-0.081,1.218,-0.793,1.343,1.892
-0.043,-0.108,1.097,1.526,0.977,1.892
-0.081,0.033,0.667,1.221,0.793,1.526
0.040,0.002,0.859,0.549,2.808,1.282
0.113,-0.078,1.118,1.953,0.488,1.282
-0.005,-0.043,1.102,-0.488,1.282,1.343
-0.034,-0.048,0.926,1.587,1.526,1.953
0.002,0.018,0.798,1.038,0.977,1.831
-0.050,-0.028,0.976,1.038,1.038,1.587
0.112,-0.099,1.127,1.587,1.343,1.892
0.077,-0.071,1.206,1.099,0.793,2.136
-0.037,0.039,0.687,0.488,0.977,2.625
-0.040,0.025,0.682,2.502,1.831,2.747
-0.036,-0.033,0.831,1.953,0.732,2.258
0.143,-0.101,1.442,-0.122,1.892,2.258
0.045,-0.122,1.216,2.136,0.244,2.625
-0.055,0.030,0.807,0.488,1.160,2.441
-0.043,0.053,0.549,1.099,2.869,2.502
-0.121,-0.021,0.853,1.831,0.427,2.747
0.090,-0.085,1.303,0.122,2.441,2.625
0.019,-0.083,1.039,1.770,-0.244,2.869
-0.079,-0.003,0.883,0.122,1.770,2.502
-0.002,-0.062,0.974,1.709,1.160,2.014
0.071,0.010,0.760,0.977,1.282,1.465
-0.014,-0.018,0.889,0.977,1.770,1.465
0.038,-0.063,1.107,1.770,0.549,1.831
0.020,-0.043,1.126,0.061,0.732,2.380
-0.080,-0.062,1.070,2.136,1.465,2.319
0.120,-0.075,1.010,1.038,1.465,1.953
-0.011,-0.062,1.202,1.038,0.610,1.648
-0.032,0.041,0.678,0.000,1.343,1.709
-0.004,-0.001,0.766,2.502,2.197,1.282
0.161,-0.085,1.197,1.953,1.221,0.732
-0.013,-0.044,1.052,-1.404,0.732,1.648
-0.010,-0.045,0.946,2.747,1.099,2.625
-0.012,-0.075,0.988,0.916,1.770,2.136
0.043,0.002,0.966,-0.183,0.977,1.404
-0.041,0.023,0.666,1.526,1.038,1.160
0.008,-0.013,0.820,1.953,1.770,1.221
0.141,-0.065,1.143,0.488,1.099,1.648
0.135,-0.100,1.349,0.061,0.916,2.258
0.049,-0.156,1.279,2.258,1.648,2.380
-0.140,-0.051,1.066,3.479,0.488,3.296
0.043,-0.040,0.935,0.366,1.770,2.258
0.041,-0.033,1.068,0.793,1.709,2.075
0.027,-0.005,0.851,1.709,0.977,2.014
-0.007,-0.014,0.824,2.563,1.099,2.014
-0.031,-0.054,1.023,1.587,1.221,1.953
0.071,-0.071,1.128,0.183,1.160,2.258
-0.010,-0.070,1.097,1.587,1.099,1.709
-0.016,-0.004,0.809,0.671,1.160,0.732
-0.032,0.020,0.730,0.610,1.282,0.366
-0.092,-0.011,0.916,1.160,1.099,0.183
0.089,-0.083,1.117,0.305,1.343,-0.183
0.043,-0.072,1.163,0.427,0.854,0.061
-0.012,-0.006,0.846,0.366,0.793,0.122
-0.001,0.001,0.817,0.671,1.892,0.427
-0.010,-0.042,1.024,1.343,0.977,0.305
0.052,-0.062,1.079,0.793,1.465,0.305
-0.090,-0.028,1.048,0.610,1.160,0.427
0.065,-0.048,1.045,1.099,2.136,0.854
0.042,-0.015,0.875,1.221,0.488,1.099
0.022,-0.009,0.787,1.587,1.770,1.465
0.135,-0.042,1.064,1.770,1.038,1.953
0.038,-0.062,1.054,0.793,0.977,2.747
-0.012,-0.019,0.965,1.770,1.404,3.174
-0.122,0.028,0.617,2.441,0.916,2.808
0.075,-0.003,1.034,0.793,2.930,2.625
0.184,-0.106,1.266,1.221,0.549,2.991
-0.031,-0.065,1.092,1.770,0.549,3.296
-0.059,-0.030,0.763,2.197,1.404,3.357
-0.073,-0.016,0.883,0.244,0.977,3.601
0.025,-0.101,1.141,0.977,1.404,3.296
0.026,-0.089,1.112,2.380,1.099,1.892
0.045,-0.013,0.848,0.061,1.160,0.549
0.056,-0.032,0.876,0.793,1.648,0.671
0.017,-0.047,1.008,1.770,0.977,0.488
0.042,-0.032,0.887,0.488,1.587,0.000
0.052,-0.006,0.896,0.244,1.160,0.427
-0.062,-0.021,0.941,1.770,0.183,0.549
-0.127,0.056,0.659,0.183,1.526,0.366
0.093,-0.028,1.042,0.671,2.258,-0.427
0.291,-0.175,1.553,3.540,0.916,-1.404
0.001,-0.059,0.977,-0.488,1.404,-1.343
-0.045,-0.029,0.886,2.075,1.221,-0.610
-0.076,-0.021,0.787,1.709,0.610,0.671
0.006,0.013,1.032,-0.549,0.610,0.793
0.128,-0.128,1.180,2.686,2.014,0.549
-0.001,-0.090,1.196,0.916,1.221,-0.732
0.003,0.014,0.709,-0.305,2.014,-0.488
-0.075,0.009,0.837,0.854,0.671,0.610
0.104,-0.066,1.071,0.732,1.953,0.732
-0.095,-0.026,1.096,1.526,0.671,0.549
0.032,-0.046,0.988,0.305,2.136,0.732
0.039,-0.075,1.058,1.465,0.427,1.160
-0.050,-0.005,0.857,0.183,1.099,1.831
0.050,-0.049,0.944,1.526,1.465,2.075
0.069,-0.051,1.040,1.343,1.343,2.380
0.004,-0.016,0.947,0.793,0.305,3.174
-0.082,0.017,0.703,1.526,1.221,3.601
0.000,-0.013,0.963,2.136,1.953,3.601
0.203,-0.108,1.369,2.075,2.136,2.869
0.006,-0.094,1.258,0.610,1.221,3.296
-0.083,-0.033,0.878,2.808,0.488,3.418
0.036,0.035,0.705,0.427,1.587,3.906
0.068,-0.027,0.924,0.977,0.793,4.333
0.010,-0.037,1.056,2.441,1.160,3.540
0.047,-0.063,1.106,0.427,1.343,2.747
0.036,-0.063,1.022,1.831,1.282,2.258
0.023,-0.017,0.842,1.465,1.282,2.197
0.005,-0.002,0.816,0.732,0.977,2.502
-0.038,-0.028,0.965,1.160,1.099,2.747
0.041,-0.095,1.133,1.221,0.427,2.197
0.116,-0.105,1.215,0.488,1.587,1.831
-0.075,-0.008,0.900,1.465,0.671,1.343
0.009,-0.022,0.787,1.465,1.831,1.160
0.050,-0.038,1.014,0.000,1.282,1.770
-0.047,-0.035,1.023,1.343,0.488,1.892
-0.081,0.047,0.547,1.099,1.892,1.221
-0.027,0.050,0.780,1.526,2.075,0.427
0.128,-0.098,1.148,3.052,1.831,0.183
0.144,-0.184,1.525,1.038,0.916,0.183
-0.003,0.003,0.863,-0.122,1.709,1.404
0.015,0.024,0.649,0.305,1.465,3.174
0.048,-0.040,0.980,2.930,0.671,3.296
-0.083,-0.023,1.020,1.282,0.427,2.258
0.066,-0.042,0.981,-0.427,1.892,1.892
0.103,-0.094,1.253,1.831,0.854,1.770
-0.034,-0.012,0.883,1.282,0.610,1.221
-0.033,0.010,0.712,1.221,1.526,1.587
-0.047,-0.024,0.865,1.343,0.916,2.319
0.070,-0.094,1.233,0.916,1.038,2.502
0.049,-0.094,1.172,1.282,1.038,2.502
-0.004,0.007,0.896,0.427,1.160,2.075
-0.010,-0.010,0.755,1.282,2.197,1.526
0.008,-0.013,0.995,0.916,0.916,1.221
0.069,-0.087,1.160,0.732,1.526,1.038
0.013,-0.040,0.983,1.404,1.038,1.221
-0.000,-0.068,1.054,1.282,1.709,1.221
0.060,-0.048,1.023,1.221,0.854,1.282
-0.001,-0.041,0.969,0.671,1.404,1.648
0.005,-0.022,0.865,1.892,0.671,1.587
-0.047,0.017,0.797,1.099,0.916,1.953
0.053,-0.018,0.940,0.854,1.221,2.563
0.086,-0.104,1.189,2.136,0.793,2.625
0.016,-0.057,1.057,0.366,0.854,2.075
-0.046,-0.013,0.885,0.854,1.343,1.892
-0.065,-0.041,0.905,1.831,1.221,1.343
0.098,-0.048,1.015,0.732,1.648,1.221
-0.081,-0.042,1.100,1.221,1.038,1.526
0.066,-0.070,1.011,1.099,1.648,1.648
0.015,-0.041,1.079,0.916,0.732,1.648
-0.001,-0.074,1.091,0.977,1.587,2.014
0.006,-0.033,0.998,1.831,0.671,2.197
0.030,0.039,0.719,0.549,1.343,2.380
-0.048,-0.000,0.772,2.014,1.221,2.930
0.085,-0.035,1.033,1.831,1.160,2.747
0.045,-0.094,1.225,0.427,0.977,2.625
-0.025,-0.055,0.999,1.282,0.977,2.502
0.026,-0.016,0.831,1.648,1.282,2.014
0.023,-0.036,0.930,0.977,1.526,1.831
0.094,-0.010,0.870,0.977,1.282,1.831
0.041,-0.089,1.267,2.625,0.916,1.221
-0.077,0.058,0.588,-0.183,1.282,1.587
-0.051,0.070,0.549,0.977,2.625,2.258
-0.049,0.009,0.700,2.747,0.671,2.014
0.107,-0.109,1.273,0.854,0.793,1.282
0.079,-0.042,1.128,-0.244,0.732,1.465
0.002,0.022,0.727,-0.732,1.282,2.197
-0.001,-0.043,0.886,2.991,0.854,2.136
0.112,-0.003,0.885,1.099,0.732,1.526
-0.054,-0.021,0.872,0.732,1.221,1.526
0.059,0.014,0.806,1.221,2.258,1.892
-0.030,-0.031,0.993,1.221,0.977,2.258
0.145,-0.081,1.255,1.221,1.160,2.319
0.004,-0.052,1.012,0.671,0.244,2.625
-0.012,-0.018,0.858,2.380,2.075,2.258
-0.080,0.067,0.423,1.953,1.099,1.648
0.097,-0.041,0.888,1.648,2.136,1.343
0.216,-0.073,1.299,0.122,0.977,2.014
-0.038,-0.028,0.990,-1.282,1.160,3.174
0.037,-0.020,0.899,3.479,0.977,2.991
0.000,-0.118,1.099,1.831,1.343,1.709
0.029,0.027,0.872,-1.221,1.404,1.221
0.068,0.029,0.727,0.916,1.709,1.831
-0.019,-0.018,0.798,3.174,0.061,2.258
0.132,-0.043,1.037,1.038,1.404,2.441
0.041,-0.074,1.288,-0.305,0.488,3.113
0.064,-0.157,1.233,3.540,1.709,2.991
-0.048,0.031,0.725,1.831,0.244,2.075
-0.065,0.027,0.663,1.038,2.869,2.197
0.029,-0.015,1.040,-0.122,0.854,3.235
0.017,-0.115,1.273,1.404,1.038,3.052
-0.133,-0.051,1.015,2.991,0.732,1.709
0.059,-0.064,0.911,0.427,2.380,0.977
0.079,-0.034,1.105,-0.244,0.854,1.099
-0.026,-0.059,0.890,0.732,2.441,1.587
-0.025,0.011,0.865,2.502,0.061,0.610
-0.057,-0.023,0.936,1.221,1.587,0.488
0.044,-0.029,1.045,-1.038,0.366,2.075
0.136,-0.109,1.257,1.160,2.502,2.319
-0.029,-0.030,1.013,2.380,0.793,0.854
-0.036,0.030,0.577,0.977,1.343,0.366
-0.076,0.020,0.774,0.183,0.916,1.770
0.075,-0.089,1.193,1.953,0.549,2.197
0.021,-0.068,1.114,1.648,0.549,2.502
-0.042,0.029,0.752,-0.122,0.610,2.563
-0.017,-0.022,0.837,2.014,1.831,2.625
-0.005,-0.022,0.988,1.343,0.916,1.953
0.063,-0.088,1.155,0.732,1.404,1.221
0.053,-0.057,1.031,1.526,1.282,1.038
-0.070,-0.036,0.970,1.282,1.343,1.160
0.045,-0.069,1.012,1.465,1.526,1.282
0.045,-0.075,1.085,1.221,1.709,1.709
0.033,-0.031,0.955,1.404,0.854,2.197
0.013,-0.032,0.924,1.465,1.343,2.380
-0.028,0.005,0.775,0.916,0.549,2.502
-0.115,0.014,0.763,0.854,1.526,2.502
0.041,-0.050,1.136,1.038,0.793,2.136
0.248,-0.159,1.401,1.892,1.648,2.258
-0.060,-0.121,1.248,1.099,0.244,1.831
-0.077,-0.010,0.773,0.977,2.563,1.709
-0.009,0.050,0.786,-0.732,1.038,2.563
0.062,-0.055,1.100,0.488,0.854,3.052
-0.157,-0.037,1.087,2.136,0.488,1.892
0.019,-0.036,0.960,0.061,2.808,0.427
-0.130,-0.025,1.081,1.038,0.916,0.061
0.096,-0.074,1.043,1.404,1.953,0.183
-0.008,-0.045,0.988,1.709,0.732,0.305
-0.026,0.025,0.624,-0.183,1.282,1.465
-0.029,0.023,0.874,1.770,0.732,2.197
0.077,-0.090,1.079,1.831,1.099,2.380
0.058,-0.079,1.278,0.671,2.258,1.587
-0.031,-0.017,0.883,1.282,0.977,1.282
-0.059,0.002,0.771,0.916,0.671,1.648
0.016,-0.015,0.986,1.770,0.732,2.441
0.122,-0.090,1.091,2.502,1.404,2.747
-0.001,-0.086,1.147,0.366,1.343,2.136
-0.052,-0.012,0.845,0.610,0.977,2.258
0.012,-0.016,0.823,1.221,1.709,2.014
-0.003,-0.026,0.884,1.465,1.160,1.221
-0.038,-0.002,0.931,0.000,1.221,0.977
0.088,-0.071,1.056,0.305,0.793,1.404
0.038,-0.060,1.077,1.587,0.671,1.465
-0.001,-0.019,0.887,0.061,1.404,1.282
0.048,-0.020,0.857,1.038,1.587,1.465
0.002,-0.038,0.969,1.465,0.854,1.587
0.003,-0.057,1.006,1.770,0.854,1.526
0.049,0.030,0.776,0.305,1.526,2.136
0.004,-0.007,0.879,1.282,1.526,3.113
0.214,-0.099,1.212,2.625,0.977,2.869
0.068,-0.078,1.207,0.000,0.427,2.258
-0.040,-0.069,1.038,1.160,1.953,2.258
-0.082,0.012,0.659,2.319,0.549,2.136
0.093,-0.000,0.941,1.709,1.892,2.319
0.028,-0.038,0.988,0.244,0.549,3.418
0.011,-0.034,1.036,1.099,0.732,3.601
-0.047,-0.026,0.886,2.258,1.526,2.808
0.029,0.001,0.816,1.343,0.854,1.770
0.119,-0.066,1.008,0.671,1.587,1.770
0.010,-0.037,1.029,0.610,1.648,1.404
0.059,-0.027,0.840,1.892,1.221,1.221
0.001,-0.052,1.004,1.465,1.099,1.648
-0.037,-0.007,0.884,0.244,0.305,2.563
0.002,0.006,0.806,0.671,1.953,2.563
0.101,-0.123,1.287,1.465,1.465,1.648
0.068,-0.110,1.204,2.136,1.099,1.099
-0.050,0.010,0.740,1.099,0.122,1.343
-0.028,0.039,0.720,1.465,2.197,2.441
0.052,-0.043,0.877,0.427,0.488,3.418
